FID,name,stadt,plz,strasse,hausnr,etage,raumnummer,oeffnungszeiten,kategorie,preis,wickeln,standort_beschreibung,zustand,einschraenkungen,mail,website,telefon,zustaendiges_referat,erzeugt_bearbeitet,din_18040_1,toilette_fuer_alle,eignung_blindenhunde,eingangstuer_typ,eingangstuer_glasmarkierung,eingangstuer_klingel_taster,eingangstuer_leichte_fuehrung,eingangstuer_radar_schluessel,eingangstuer_euro_schluessel,eingangstuer_wendekreis,eingangstuer_breite,rampe,rampe_steigung,treppe_vorhanden,treppe_antirutsch,treppe_blindenschrift,treppe_gelaender,treppe_kontrast_visuell,treppe_kontrast_taktil,treppe_stufenanzahl,treppe_stufenhoehe,rollstuhllift,eingangsbereich_beschreibung,gebaeudeinneres_gangbreite,gebaeudeinneres_induktionsschleifen,gebaeudeinneres_fuehrungsrillen,gebaeudeinneres_ruhig,gebaeudeinneres_beleuchtet,aufzug_vorhanden,aufzug_tuerbreite,aufzug_tiefe,aufzug_breite,wctuer_typ,wctuer_glasmarkierung,wctuer_klingel_taster,wctuer_leichte_fuehrung,wctuer_radar_schluessel,wctuer_euro_schluessel,wctuer_wendekreis,wctuer_breite,wctuer_bemerkung,wc_badewanne,wc_dusche,wc_spiegel,wc_gelaender,wc_deckenlifter,wc_standlifter,wc_liege,wc_spiegelhoehe,wc_handtuchspenderhoehe,wc_seifenspender_hoehe,wc_waschbecken_oberkante,wc_waschbecken_hoehe_unterfahrbar,wc_waschbecken_tiefe_unterfahrbar,wc_buegel_rechts,wc_buegel_links,wc_buegel_distanz,wc_buegelhoehe,wc_sitzhoehe,wc_platz_davor,wc_platz_rechts,wc_platz_links,wc_spuelknopf_hinten,wc_spuelknopf_rechts,wc_spuelknopf_links,wc_spuelknopf_hoehe,wc_position_notruf,wc_hoehe_notruf,wc_bermerkung,foto,shape
wc_finder_opendata.261,Öffentliche Toilette U-Bahnhof Mangfallplatz B,München,81547,Naupliastr.,,1.UG,13,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,1,0,,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,94,,,,,,,,,,,,,,0,0,0,1,1,100,122,162,,1,0,1,0,1,,94,,0,0,1,0,0,0,0,106,92,,81,70,35,1,1,67,82,46,140,93,68,1,1,1,77,links,85 / 33,,,POINT (692046.1500008479 5330321.429997952)
wc_finder_opendata.262,Öffentliche Toilette U-Bahnhof Olympia-Einkaufszentrum M,München,80992,Pelkovenstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688032.5400007616 5339647.399998179)
wc_finder_opendata.263,Öffentliche Toilette U-Bahnhof Olympia-Einkaufszentrum D,München,80992,Pelkovenstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688032.5400007616 5339647.399998179)
wc_finder_opendata.264,Öffentliche Toilette U-Bahnhof Olympia-Einkaufszentrum B,München,80992,Pelkovenstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,1,0,,Tür ist immer offen,,0,1,0,1,,106,,,,,,,,,,,1,,,0,0,0,1,1,100,105,170,Öffnet nach außen/Türanschlag links,,0,1,0,1,,106,,0,0,1,0,0,0,0,100,95,,80,67,22,1,1,67,87,47,200,98,110,0,1,1,77,links,10,,,POINT (688032.5400007616 5339647.399998179)
wc_finder_opendata.265,Prunkhof - Rathaus,München,80331,Marienplatz,8,EG,,"wochentags 8:00 Uhr bis 21:00 Uhr, samtags 9:00 Uhr bis 20:00 Uhr, sonntags/feiertags 10:00 bis 20:00 Uhr",männlich und barrierefrei,0.60000002,0,,voll funktionsfähig,,im-vb-vgb.kom@muenchen.de,https://www.muenchen.de,233-92292,Kommunalreferat,07.02.2024 / 07.02.2024,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mind. 100,,,,,,1,1,,,,,mind. 90,mind. 90,,,,,in der Nähe des WC-Beckens angebracht,,,,POINT (691627.1900008378 5334802.569997969)
wc_finder_opendata.266,Prunkhof - Rathaus,München,80331,Marienplatz,8,EG,,"wochentags 8:00 Uhr bis 21:00 Uhr, samtags 9:00 Uhr bis 20:00 Uhr, sonntags/feiertags 10:00 bis 20:00 Uhr",weiblich und barrierefrei,0.60000002,0,,voll funktionsfähig,,im-vb-vgb.kom@muenchen.de,https://www.muenchen.de,233-92292,Kommunalreferat,07.02.2024 / 07.02.2024,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mind. 100,,,,,,1,1,,,,,mind. 90,mind. 90,,,,,in der Nähe des WC-Beckens angebracht,,,,POINT (691622.1500008377 5334798.36999797)
wc_finder_opendata.267,"Öffentliche Toilette ""Lerchenauer See"" Nord",München,80995,Lasallestraße,103,,,"Täglich, 06.00-24.00 Uhr",divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU G23,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688448.8486007698 5341572.51709815)
wc_finder_opendata.268,"Öffentliche Toilette ""Luitpoldpark ost""",München,80804,,,,,Mai – Oktober,divers/unisex,,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G23,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691239.5411008287 5338474.912497987)
wc_finder_opendata.269,"Öffentliche Toilette ""Gollierplatz""",München,80339,Gollierplatz,,,,,divers/unisex,1,0,Münz-WC. ,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688564.8016007735 5334583.655598158)
wc_finder_opendata.270,"Öffentliche Toilette ""Ostpark“",München,81735,Feichtstraße ,10,,,"Ganzjährig, während der Öffnungszeiten der Gastronomie",divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU G22,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (696368.1778009459 5332505.403897641)
wc_finder_opendata.271,"Öffentliche Toilette ""Fasaneriesee ""Parkplatz"" Süd",München,80995,Feldmochinger Str.,,,,"Täglich, 00.00-24.00 Uhr",divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU G23,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687672.6252007539 5341899.571798194)
wc_finder_opendata.272,"Öffentliche Toilette ""Fasaneriesee"" Nord",München,80995,Feldmochinger Str.,255,,,"Täglich, 00.00-24.00 Uhr",divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU G23,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687826.1882007569 5342325.258098187)
wc_finder_opendata.273,"Öffentliche Toilette ""Feldmochinger See""",München,80995,Karlsfelder Str.,80,,,"Ganzjährig, Täglich, 00.00-24.00 Uhr",divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU G 23,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686791.6318007362 5343462.723698241)
wc_finder_opendata.274,"Öffentliche Toilette ""Lerchenauer See"" Süd",München,80995,Lassallenstraße,,,,"ganztägig, Mai bis Oktober",divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU G23,29.09.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688416.710000769 5341041.108098153)
wc_finder_opendata.275,"WC-Anlage ""Westpark, Seebühne""",München,81377,,,,,nur bei Veranstaltungen,divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G33,29.09.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686953.1643007412 5333053.982698249)
wc_finder_opendata.276,"Öffentliche Toilette ""Petuelpark""",München,80804,Klopstockstr.,10,,,während der Öffnungszeiten des Cafe`s,barrierefrei,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G23,28.03.2023 / 29.09.2023,0,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,POINT (691747.5139008395 5339243.140297954)
wc_finder_opendata.277,"WC-Anlage Westpark, Grillzone West",München,81377,,,,,Mai - Oktober,divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G33,29.09.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686796.7953007381 5332947.355398257)
wc_finder_opendata.278,"Öffentliche Toilette ""Riemer Park“   ",München,81829,Astrid-Lindgren-Str. ,63,,,ganzjährig,barrierefrei,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G22,28.03.2023 / 29.09.2023,0,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,POINT (701615.7551010766 5334170.321697196)
wc_finder_opendata.279,"WC-Anlage ""Regattaanlage""",München,85764,,,,,,divers/unisex,0,0,,voll funktionsfähig,,info@olympiapark.de,,,MOG,29.09.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687325.0928007461 5346848.497098207)
wc_finder_opendata.280,"Öffentliche Toilette ""Olympiaberg""",München,80809,Martin-Luther-King-Weg,,,,"ganzjährig, während der Öffnungszeiten des Kiosk",divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU G21,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689928.8115008007 5338457.391198068)
wc_finder_opendata.281,"Öffentliche Toilette ""Orleansplatz""",München,81667,Orleansplatz,,,,"Täglich, 00.00-24.00 Uhr",divers/unisex,1,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G21,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (693677.5819008835 5333803.283097834)
wc_finder_opendata.282,"Öffentliche Toilette ""Westpark Wasserspielplatz""",München,81373,Heiterwanger Str.,34,,,Mai bis Oktober,divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU-G33,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688099.9533007642 5333086.909998186)
wc_finder_opendata.283,"Öffentliche Toilette ""WC am Jackl (Westpark Westteil)""",München,81377,Gilmstraße,,,,ganzjährig,divers/unisex,0,0,,voll funktionsfähig,,gartenbau@muenchen.de,,,BAU G33,28.03.2023 / 29.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686625.6406007349 5332907.269598267)
wc_finder_opendata.284,"Öffentliche Toilette ""Nußbaumpark""",München,80336,,,,,ganzjährig täglich 06:00 -02:00 Uhr,divers/unisex und barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,BAU-G,12.09.2023 / 27.09.2023,1,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,mind. 100,,,,,,0,0,,,,,mind. 90,mind. 90,0,0,0,,in der Nähe des WC-Beckens angebracht,,,,POINT (690685.4474008175 5334154.256598031)
wc_finder_opendata.285,"Öffentliche Toilette ""Am Graben""",München,81735,,,,,ganzjährig täglich 06:00 -02:00 Uhr,divers/unisex und barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,BAU-G,12.09.2023 / 27.09.2023,1,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,mind. 100,,,,,,0,0,,,,,mind. 90,mind. 90,0,0,0,,in der Nähe des WC-Beckens angebracht,,,,POINT (695780.8604009324 5331876.672497687)
wc_finder_opendata.286,"Öffentliche Toilette ""Taxispark""",München,80637,,,,,ganzjährig täglich 06:00 -02:00 Uhr,divers/unisex und barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,BAU-G,12.09.2023 / 27.09.2023,1,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,mind. 100,,,,,,0,0,,,,,mind. 90,mind. 90,0,0,0,,in der Nähe des WC-Beckens angebracht,,,,POINT (688442.3698007703 5337597.077198158)
wc_finder_opendata.287,"Öffentliche Toilettenanlage ""Maßmannpark""",München,80797,,,,,ganzjährig täglich 06:00 -02:00 Uhr,divers/unisex und barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,BAU-G,12.09.2023 / 27.09.2023,1,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,mind. 100,,,,,,0,0,,,,,mind. 90,mind. 90,0,0,0,,in der Nähe des WC-Beckens angebracht,,,,POINT (690342.0732008099 5336458.793998045)
wc_finder_opendata.288,"Öffentliche Toilette ""Friedhof Pasing""",München,81241,Lampertstraße,1,,,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,männlich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,,Kommunalreferat,06.09.2023 / 06.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (682877.0445006636 5334469.896598452)
wc_finder_opendata.289,"Öffentliche Toilette ""Friedhof Pasing""",München,81241,Lampertstraße,1,EG,2.2.2.007,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,weiblich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,,Kommunalreferat,06.09.2023 / 06.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (682877.0445006636 5334466.588798452)
wc_finder_opendata.290,"Öffentliche Toilette ""Friedhof Aubing""",München,81248,Freihamer Weg,73,1.UG,0.1.2.074,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,weiblich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,891465590,Kommunalreferat,06.09.2023 / 06.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (679186.4500005989 5336258.799998609)
wc_finder_opendata.291,Besuchertoilette Westfriedhof,München,80637,Baldurstraße,28,EG,,Täglich währen der Öffnungszeiten des Friedhofes,barrierefrei,,0,Im Betriebshof Hintergebäude der Damen und Herren WC,voll funktionsfähig,,im-bfv.kom@muenchen.de,,089/23326198,Kommunalreferat,06.09.2023 / 06.09.2023,,1,1,Öffnet nach außen/Türanschlag rechts,0,1,1,0,0,80,80,fest,"3,00%",0,0,0,0,0,0,0,0,0,,105,0,0,1,1,0,0,0,0,Öffnet nach außen/Türanschlag rechts,0,1,1,0,0,80,80,,0,0,1,1,0,0,0,105,90,90,85,75,48,1,1,85,72,46,118,26,26,1,0,0,100,links,175,,,POINT (687779.8900007567 5338206.239998195)
wc_finder_opendata.292,"Öffentliches Behinderten WC ""Friedhof Aubing""",München,81248,Freihamer Weg,73,EG,0.1.2.007,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,barrierefrei,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,891465590,Kommunalreferat,06.09.2023 / 06.09.2023,,1,1,Öffnet nach innen/Türanschlag links,0,0,0,0,0,200,83,,,0,,,,,,,,0,,,0,0,1,1,0,,,,Öffnet nach innen/Türanschlag links,0,0,0,0,0,200,83,,0,0,1,0,0,0,0,105,105,100,85,75,75,1,1,87,77,49,200,26,26,1,0,0,90,,,,,POINT (679197.1300005993 5336263.269998607)
wc_finder_opendata.293,"Öffentliche Toilette ""Friedhof Obermenzing""",München,81245,Bergsonstraße,34,EG,1.1.1.005,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,männlich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,,Kommunalreferat,06.09.2023 / 06.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (682057.4072006486 5337526.471798485)
wc_finder_opendata.294,"Öffentliche Toilette ""Friedhof Untermenzing""",München,81247,Eversbuschstraße,9a,EG,0.1.1.005,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,männlich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,891465590,Kommunalreferat,06.09.2023 / 06.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (682900.7200006635 5338981.879998445)
wc_finder_opendata.295,"Öffentliche Toilette ""Friedhof Allach""",München,80999,Eversbuschstraße,197,EG,,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,männlich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,891465590,Kommunalreferat,06.09.2023 / 06.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (682569.6200006572 5341497.499998457)
wc_finder_opendata.296,"Öffentliche Toilette ""Friedhof Untermenzing""",München,81247,Eversbuschstraße,9a,EG,0.1.1.007,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,weiblich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,,Kommunalreferat,06.09.2023 / 06.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (682904.3600006634 5338982.019998443)
wc_finder_opendata.297,"Öffentliches Behinderten WC ""Friedhof Pasing""",München,81241,Lampertstraße,1,EG,2.2.2.008,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,barrierefrei,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,,Kommunalreferat,06.09.2023 / 06.09.2023,,1,1,Öffnet nach innen/Türanschlag links,0,1,1,0,0,140,80,fest,"8,00%",0,0,0,0,0,0,2,0,0,,,0,0,1,1,0,,,,Öffnet nach innen/Türanschlag rechts,0,0,1,0,0,110,86,,0,0,1,1,0,0,0,135,130,115,87,75,71,0,1,,85,47,200,200,10,1,0,0,105,rechts,120/260,,,POINT (682874.1600006637 5334452.189998452)
wc_finder_opendata.298,"Öffentliche Toilette ""Friedhof Aubing""",München,81248,Freihamer Weg,73,1.UG,0.1.2.072,Saisonal abhängig von Öffnungszeiten der städt. Friedhöfe,männlich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,,Kommunalreferat,06.09.2023 / 06.09.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (679184.670000599 5336258.359998612)
wc_finder_opendata.299,Waldfriedhof,München,81377,Lorettoplatz,3,EG,,Öffnungszeiten: Nov.-Feb.: 8-17 Uhr | Mrz.: 8-18 Uhr | Apr.-Aug.: 8-20 Uhr | Sep.-Okt.: 8-19 Uhr,männlich,,0,,voll funktionsfähig,,waldfriedhof-neuer-teil@muenchen.de,https://www.muenchen.de,,Kommunalreferat,14.07.2023 / 17.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (685103.4472007058 5330450.260098349)
wc_finder_opendata.300,Waldfriedhof,München,81377,Fürstenrieder Str.,288,EG,,Öffnungszeiten: Nov.-Feb.: 8-17 Uhr | Mrz.: 8-18 Uhr | Apr.-Aug.: 8-20 Uhr | Sep.-Okt.: 8-19 Uhr,männlich,,0,,voll funktionsfähig,,waldfriedhof-alter-teil@muenchen.de,,,GSR-SFM,07.07.2023 / 17.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686121.6124007253 5331434.870698295)
wc_finder_opendata.301,Waldfriedhof Neuer Teil - barrierefreie Toilette,München,81377,Lorettoplatz,3,EG,,Öffnungszeiten: Nov.-Feb.: 8-17 Uhr | Mrz.: 8-18 Uhr | Apr.-Aug.: 8-20 Uhr | Sep.-Okt.: 8-19 Uhr,barrierefrei,,0,,teilweise Beeinträchtigung,muss derzeit manuell von Außen geöffnet werden,waldfriedhof-neuer-teil@muenchen.de,https://www.muenchen.de,,Kommunalreferat,28.03.2023 / 17.07.2023,0,1,0,,0,0,0,0,0,,,,2%,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,POINT (685102.7234007056 5330448.53789835)
wc_finder_opendata.302,Waldfriedhof ,München,81377,Lorettoplatz ,3,EG,,Öffnungszeiten: Nov.-Feb.: 8-17 Uhr | Mrz.: 8-18 Uhr | Apr.-Aug.: 8-20 Uhr | Sep.-Okt.: 8-19 Uhr,weiblich,,0,,voll funktionsfähig,,Waldfriedhof-neuer-teil@muenchen.de,https://www.muenchen.de,,Kommunalreferat,14.07.2023 / 17.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (685105.1670007057 5330450.114598349)
wc_finder_opendata.303,Waldfriedhof,München,81377,Fürstenrieder Str.,288,EG,,Öffnungszeiten: Nov.-Feb.: 8-17 Uhr | Mrz.: 8-18 Uhr | Apr.-Aug.: 8-20 Uhr | Sep.-Okt.: 8-19 Uhr,weiblich,,0,,voll funktionsfähig,,waldfriedhof-alter-teil@muenchen.de,,,GSR-SFM,07.07.2023 / 17.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686121.2022007252 5331436.471398296)
wc_finder_opendata.304,Waldfriedhof,München,81377,Fürstenrieder Str.,288,EG,,Öffnungszeiten: Nov.-Feb.: 8-17 Uhr | Mrz.: 8-18 Uhr | Apr.-Aug.: 8-20 Uhr | Sep.-Okt.: 8-19 Uhr,weiblich,,0,,voll funktionsfähig,,waldfriedhof-alter-teil@muenchen.de,https://www.muenchen.de,,Kommunalreferat,14.07.2023 / 14.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686223.000600727 5331398.436098291)
wc_finder_opendata.305,Waldfriedhof,München,81377,Fürstenrieder Str. ,288,EG,,Öffnungszeiten: Nov.-Feb.: 8-17 Uhr | Mrz.: 8-18 Uhr | Apr.-Aug.: 8-20 Uhr | Sep.-Okt.: 8-19 Uhr,männlich,,0,,voll funktionsfähig,,waldfriedhof-alter-teil@muenchen.de,https://www.muenchen.de,,Kommunalreferat,14.07.2023 / 14.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686223.080000727 5331391.90079829)
wc_finder_opendata.306,Aussegnungshalle FH Obermenzing,München,81245,Bergsonstraße,34,EG,,Abhängig von saisonalen Öffnungszeiten des Friedhofs,weiblich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,,Baureferat,12.07.2023 / 12.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (682046.4917006483 5337524.334398486)
wc_finder_opendata.307,Besuchertoiletten Friedhof Allach,München,80999,Eversbuschstraße,197,EG,,Saisonal abhängig von Öffnungszeiten der Friedhöfe,weiblich,,0,,voll funktionsfähig,,im-bfv.kom@muenchen.de,,,Kommunalreferat,12.07.2023 / 12.07.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (682569.6732006571 5341498.6618984565)
